item_id,order_id,product_id,quantity,unit_price,discount_percent
191,62,12,2,37578.36,84
192,62,161,4,3019.49,68
193,63,78,3,40123.29,4
194,64,159,3,314.46,3
195,64,74,5,245.13,96
196,64,166,3,2666.16,33
197,64,45,5,9220.4,27
198,64,119,1,35613.06,43
199,65,73,4,7599.51,54
200,65,45,1,9220.4,13
201,65,200,5,3212.97,49
202,65,60,3,1918.94,68
203,65,42,4,15510.68,54
204,66,165,5,2338.31,98
205,66,155,5,896.22,33
206,66,85,2,2290.94,48
207,66,26,4,22441.58,95
208,66,39,2,534.57,16
209,67,44,3,70908.36,87
210,68,84,1,529.09,31
211,68,56,5,23622.11,37
212,68,10,3,3469.21,73
213,69,27,1,3860.01,78
214,69,199,3,702.8,46
215,69,189,3,2811.23,84
216,69,158,3,1554.87,100
217,70,199,1,702.8,15
218,70,35,3,3131.28,72
219,70,157,3,3574.22,33
220,70,79,2,3269.81,56
221,70,102,4,68170.84,2
222,71,75,1,1758.88,59
223,71,44,1,70908.36,45
224,71,134,4,389.01,81
225,71,157,5,3574.22,27
226,72,163,1,33147.7,74
227,72,89,1,18350.3,35
228,72,32,5,3754.44,70
229,72,84,3,529.09,8
230,73,35,2,3131.28,33
231,73,6,3,63491.13,33
232,73,196,4,2283.28,16
233,73,117,2,1769.76,80
234,74,179,2,2528.54,79
235,74,35,1,3131.28,29
236,75,174,1,7801.61,23
237,76,40,4,6624.33,74
238,76,107,3,5474.76,5
239,76,97,5,4030.37,91
240,76,143,2,7284.34,7
241,76,187,3,15169.68,32
242,77,32,3,3754.44,69
243,78,134,5,389.01,30
244,79,155,1,896.22,9
245,79,119,5,35613.06,56
246,79,195,1,7327.29,65
247,80,181,2,3357.0,26
248,81,69,5,6749.31,47
249,81,11,4,763.98,9
250,81,124,4,2030.13,36
251,82,132,-1,14673.24,41
252,82,92,5,12217.22,100
253,83,46,3,6493.42,52
254,83,132,3,14673.24,60
255,83,56,3,23622.11,79
256,84,39,2,534.57,47
257,85,12,3,37578.36,19
258,86,59,1,1243.65,13
259,86,47,5,497.81,27
260,86,20,3,1317.81,65
261,86,52,5,3961.79,100
262,86,21,5,4861.87,91
263,87,159,2,314.46,48
264,87,147,5,772.56,4
265,87,175,2,1171.69,48
266,88,19,1,8561.48,28
267,89,82,5,2740.6,73
268,89,109,5,3878.01,93
269,89,127,4,1797.09,68
270,89,175,1,1171.69,67
271,89,64,1,93117.18,77
272,90,175,5,1171.69,66
273,90,135,4,802.55,40
274,90,121,3,1118.51,24
275,90,65,5,8962.94,37
276,91,194,3,464.22,31
277,91,79,3,3269.81,29
278,92,180,3,308.9,95
279,92,135,1,802.55,88
280,92,102,2,68170.84,56
281,92,93,4,1383.07,46
282,93,22,3,16162.22,71
283,94,34,1,3262.67,46
284,94,192,4,7461.34,77
285,94,166,2,2666.16,57
286,94,82,4,2740.6,29
287,94,72,5,199.64,16
288,95,167,2,693.18,99
289,95,101,4,24788.51,86
290,95,188,5,41686.05,85
291,95,63,2,430.09,77
292,95,62,3,4101.85,36
293,96,3,3,52845.51,15
294,96,56,1,23622.11,52
295,96,128,4,5319.49,64
296,97,27,5,3860.01,63
297,97,82,2,2740.6,23
298,98,1,1,253.9,21
299,98,81,-1,641.3,53
300,98,111,3,7723.9,97
301,98,121,5,1118.51,91
302,99,114,1,12262.14,16
303,99,144,1,382.9,55
304,99,57,1,2504.37,88
305,99,168,2,2536.06,9
306,100,173,5,14158.62,67
307,100,180,4,308.9,54
308,101,88,2,7189.72,51
309,101,133,5,4126.14,30
310,101,111,3,7723.9,15
311,102,131,3,14500.41,75
312,102,168,5,2536.06,78
313,102,31,1,1292.25,92
314,103,109,-1,3878.01,94
315,104,114,4,12262.14,52
316,104,86,4,29410.8,94
317,104,167,4,693.18,37
318,105,40,2,6624.33,93
319,105,108,2,3065.18,92
320,105,43,5,98247.37,65
321,105,177,1,3546.32,19
322,106,26,5,22441.58,75
323,107,31,4,1292.25,48
324,107,88,3,7189.72,56
325,107,117,2,1769.76,65
326,108,93,3,1383.07,98
327,108,161,1,3019.49,29
328,108,52,3,3961.79,63
329,108,191,3,1754.06,6
330,108,77,5,1679.18,66
331,109,6,5,63491.13,65
332,109,91,4,4806.55,36
333,109,93,3,1383.07,49
334,109,55,-3,1885.07,96
335,109,84,2,529.09,18
336,110,72,2,199.64,55
337,111,102,3,68170.84,73
338,111,134,5,389.01,40
339,111,13,1,1849.34,44
340,111,155,3,896.22,21
341,111,157,1,3574.22,36
342,112,132,4,14673.24,56
343,112,5,2,1198.16,21
344,112,88,3,7189.72,33
345,113,117,1,1769.76,29
346,113,26,3,22441.58,18
347,113,40,1,6624.33,26
348,113,19,-5,8561.48,65
349,113,151,2,92003.66,3
350,114,88,1,7189.72,69
351,114,71,5,1994.84,24
352,114,37,1,3250.66,62
353,114,12,1,37578.36,47
354,114,82,2,2740.6,36
355,115,96,4,26794.28,93
356,115,162,4,91765.85,66
357,115,26,2,22441.58,58
358,115,183,3,1718.29,14
359,115,70,1,5396.07,56
360,116,85,4,2290.94,33
361,116,33,1,835.93,17
362,116,47,3,497.81,93
363,116,40,1,6624.33,45
364,117,6,2,63491.13,93
365,118,97,3,4030.37,20
366,119,101,3,24788.51,35
367,119,200,4,3212.97,80
368,119,191,5,1754.06,86
369,119,140,1,3878.75,90
370,119,115,3,729.43,4
371,120,43,1,98247.37,90
372,120,83,5,18455.42,40
373,120,97,2,4030.37,71
374,120,18,1,3084.08,81
375,121,158,2,1554.87,17
376,122,38,4,2266.82,28
377,122,39,2,534.57,33
378,122,59,4,1243.65,19
379,122,97,4,4030.37,23
380,122,98,4,1260.01,36
381,123,16,2,1945.54,81
382,123,124,1,2030.13,66
383,124,79,1,3269.81,55
384,124,127,1,1797.09,62
385,125,129,5,4097.17,26
386,125,4,2,18013.15,4
387,125,81,4,641.3,88
388,125,148,3,3368.6,78
389,125,27,4,3860.01,80
390,126,175,2,1171.69,81
391,126,63,3,430.09,61
392,126,128,5,5319.49,84
393,126,91,-2,4806.55,38
394,126,161,2,3019.49,37
395,127,97,4,4030.37,80
396,127,103,4,1452.77,76
397,127,72,3,199.64,69
398,127,88,4,7189.72,37
399,128,145,2,3116.82,14
400,129,128,4,5319.49,57
401,129,113,3,3469.53,31
402,129,162,4,91765.85,14
403,130,19,4,8561.48,40
404,130,67,1,94052.48,44
405,131,90,2,17430.69,99
406,131,138,4,3632.53,62
407,131,97,5,4030.37,52
408,131,193,2,1383.66,3
409,132,20,3,1317.81,64
410,132,12,2,37578.36,100
411,132,55,4,1885.07,7
412,133,116,3,3192.27,33
413,133,35,3,3131.28,52
414,133,63,4,430.09,56
415,133,40,4,6624.33,51
416,133,119,3,35613.06,6
417,134,15,4,17548.6,93
418,134,188,2,41686.05,43
419,134,182,-1,29049.69,39
420,135,53,4,1750.15,28
421,135,108,5,3065.18,21
422,135,81,5,641.3,26
423,135,176,1,59597.44,78
424,136,191,3,1754.06,16
425,136,21,5,4861.87,69
426,136,131,1,14500.41,92
427,136,117,1,1769.76,48
428,136,16,1,1945.54,99
429,137,26,3,22441.58,98
430,137,148,5,3368.6,8
431,137,128,-1,5319.49,66
432,138,13,3,1849.34,68
433,138,12,2,37578.36,20
434,139,92,4,12217.22,91
435,139,166,2,2666.16,37
436,139,199,2,702.8,47
437,139,10,3,3469.21,52
438,139,66,2,6345.81,70
439,140,80,1,274.27,4
440,140,81,1,641.3,96
441,141,73,1,7599.51,64
442,141,42,4,15510.68,62
443,141,83,1,18455.42,20
444,141,16,3,1945.54,38
445,141,39,1,534.57,29
446,142,197,1,964.09,34
447,142,19,1,8561.48,100
448,143,160,4,14389.43,16
449,143,36,3,14186.62,10
450,143,31,1,1292.25,9
451,143,190,5,1227.09,92
452,144,167,1,693.18,1
453,144,36,5,14186.62,77
454,144,10,2,3469.21,12
455,144,51,-5,3521.45,50
456,145,16,5,1945.54,39
457,145,195,3,7327.29,54
458,146,93,1,1383.07,38
459,146,91,3,4806.55,58
460,146,38,2,2266.82,12
461,146,118,3,2637.64,83
462,146,174,5,7801.61,60
463,147,83,3,18455.42,54
464,147,87,1,68101.36,28
465,147,7,4,1545.0,71
466,147,169,3,7775.36,61
467,148,98,5,1260.01,64
468,148,19,2,8561.48,48
469,148,18,1,3084.08,63
470,149,98,3,1260.01,97
471,149,36,5,14186.62,91
472,149,192,1,7461.34,57
473,149,109,2,3878.01,73
474,150,101,4,24788.51,98
475,151,71,4,1994.84,47
476,151,113,4,3469.53,72
477,152,73,3,7599.51,42
478,153,116,1,3192.27,12
479,153,29,5,4216.76,21
480,154,122,4,2349.23,75
481,154,73,2,7599.51,10
482,155,98,4,1260.01,78
483,155,3,4,52845.51,66
484,156,114,2,12262.14,7
485,156,62,-4,4101.85,32
486,156,38,4,2266.82,39
487,156,179,3,2528.54,19
488,156,21,1,4861.87,41
489,157,136,5,2848.35,52
490,157,62,1,4101.85,34
491,157,10,2,3469.21,96
492,157,56,5,23622.11,62
493,157,149,5,3551.09,63
494,158,94,2,2140.24,41
495,158,192,-4,7461.34,90
496,158,57,4,2504.37,65
497,159,85,1,2290.94,13
498,159,100,4,2050.98,89
499,159,143,-1,7284.34,48
500,159,160,2,14389.43,96
501,159,124,1,2030.13,20
502,160,7,1,1545.0,21
503,160,120,2,67415.8,56
504,160,113,1,3469.53,4
505,160,28,4,702.92,63
506,160,10,2,3469.21,80
507,161,106,4,484.23,17
508,161,111,5,7723.9,53
509,161,66,4,6345.81,1
510,161,65,3,8962.94,15
511,161,176,4,59597.44,37
512,162,166,5,2666.16,41
513,162,18,5,3084.08,47
514,162,67,-5,94052.48,83
515,163,198,2,2694.15,37
516,163,167,5,693.18,87
517,164,108,5,3065.18,91
518,164,69,3,6749.31,66
519,165,30,3,1221.85,60
520,165,182,4,29049.69,26
521,165,31,3,1292.25,95
522,165,69,2,6749.31,21
523,165,63,5,430.09,91
524,166,2,1,59090.87,40
525,166,186,4,4929.38,22
526,166,82,2,2740.6,60
527,166,95,1,29603.95,0
528,167,162,2,91765.85,25
529,167,149,1,3551.09,68
530,167,179,4,2528.54,42
531,168,49,1,2142.2,79
532,169,199,5,702.8,20
533,169,62,1,4101.85,44
534,169,171,5,5623.35,28
535,169,152,3,9297.38,80
536,170,100,2,2050.98,35
537,171,66,4,6345.81,74
538,171,88,3,7189.72,47
539,171,186,5,4929.38,98
540,172,7,3,1545.0,71
541,172,44,5,70908.36,82
542,172,169,2,7775.36,9
543,172,5,5,1198.16,19
544,173,115,2,729.43,35
545,174,140,3,3878.75,72
546,174,35,1,3131.28,16
547,175,179,5,2528.54,82
548,175,142,4,11700.98,42
549,175,134,5,389.01,98
550,175,133,5,4126.14,77
551,175,184,3,19452.92,94
552,176,113,4,3469.53,26
553,176,66,2,6345.81,0
554,176,2,2,59090.87,27
555,176,191,1,1754.06,78
556,176,28,2,702.92,18
557,177,153,4,98307.89,0
558,177,4,3,18013.15,9
559,178,56,2,23622.11,65
560,179,85,4,2290.94,85
561,179,96,4,26794.28,41
562,179,25,3,3779.14,64
563,179,22,1,16162.22,30
564,180,103,4,1452.77,48
565,180,193,4,1383.66,90
566,180,153,4,98307.89,45
567,180,164,3,2495.26,66
568,180,137,3,14060.07,67
569,181,139,5,7772.31,27
570,182,34,3,3262.67,91
571,182,128,2,5319.49,55
572,183,56,4,23622.11,62
573,183,68,3,1575.64,87
574,183,143,1,7284.34,71
575,183,112,4,5163.37,83
576,183,78,3,40123.29,22
577,184,87,3,68101.36,59
578,185,3,4,52845.51,27
579,185,27,5,3860.01,71
580,185,123,2,2794.3,48
581,186,10,2,3469.21,95
582,186,134,1,389.01,25
583,186,99,4,8134.79,46
584,187,165,2,2338.31,0
585,187,178,5,485.22,39
586,187,2,3,59090.87,12
587,187,6,3,63491.13,32
588,187,160,5,14389.43,1
589,188,5,3,1198.16,4
590,188,153,3,98307.89,82
591,188,175,4,1171.69,50
592,188,181,1,3357.0,89
593,188,146,3,1205.79,35
594,189,171,5,5623.35,3
595,190,177,5,3546.32,80
596,190,62,4,4101.85,62
597,190,172,2,16100.85,60
598,190,194,5,464.22,13
599,191,137,3,14060.07,3
600,192,93,2,1383.07,90
601,192,164,2,2495.26,16
602,192,23,1,317.81,53
603,192,20,1,1317.81,7
604,192,146,4,1205.79,81
605,193,109,3,3878.01,12
606,194,38,-3,2266.82,24
607,194,162,5,91765.85,94
608,194,186,1,4929.38,42
609,194,63,3,430.09,90
610,194,9,2,26698.69,75
611,195,165,5,2338.31,1
612,195,17,4,4055.38,53
613,195,102,1,68170.84,8
614,196,89,5,18350.3,18
615,196,188,3,41686.05,10
616,197,191,4,1754.06,5
617,197,62,3,4101.85,77
618,198,78,5,40123.29,52
619,198,98,2,1260.01,81
620,199,173,3,14158.62,35
621,200,130,3,530.75,15
622,200,59,3,1243.65,59
623,200,199,5,702.8,89
624,200,103,1,1452.77,72
625,200,176,4,59597.44,11
626,201,63,1,430.09,23
627,202,72,2,199.64,40
628,203,25,1,3779.14,98
629,203,47,2,497.81,100
630,203,110,1,797.25,27
631,203,164,3,2495.26,58
632,203,70,1,5396.07,92
633,204,184,3,19452.92,87
634,204,149,2,3551.09,95
635,205,67,3,94052.48,6
636,205,56,4,23622.11,90
637,206,17,2,4055.38,35
638,206,116,2,3192.27,72
639,206,85,3,2290.94,52
640,207,60,2,1918.94,34
641,207,89,2,18350.3,22
642,208,142,3,11700.98,89
643,208,194,4,464.22,33
644,208,2,1,59090.87,62
645,209,102,5,68170.84,46
646,209,178,3,485.22,98
647,209,88,5,7189.72,57
648,210,62,1,4101.85,74
649,210,186,4,4929.38,19
650,211,197,5,964.09,26
651,211,194,4,464.22,44
652,211,72,3,199.64,26
653,211,124,-3,2030.13,89
654,211,113,5,3469.53,70
655,212,32,1,3754.44,65
656,212,186,2,4929.38,33
657,212,48,2,17690.82,59
658,213,90,1,17430.69,14
659,213,75,5,1758.88,84
660,213,3,2,52845.51,60
661,214,33,4,835.93,75
662,214,71,3,1994.84,47
663,215,88,4,7189.72,84
664,215,146,5,1205.79,4
665,215,77,3,1679.18,89
666,215,25,1,3779.14,80
667,215,178,3,485.22,1
668,216,159,4,314.46,60
669,216,76,3,19136.21,43
670,217,130,2,530.75,45
671,218,51,2,3521.45,59
672,218,150,5,22291.25,23
673,218,17,1,4055.38,56
674,219,20,4,1317.81,75
675,219,181,5,3357.0,88
676,219,197,4,964.09,93
677,219,165,4,2338.31,60
678,219,60,2,1918.94,32
679,220,8,5,4278.68,43
680,220,163,4,33147.7,86
681,220,42,4,15510.68,38
682,221,18,2,3084.08,97
683,222,15,1,17548.6,53
684,222,61,4,27642.73,99
685,222,176,-3,59597.44,73
686,222,123,4,2794.3,75
687,222,158,1,1554.87,20
688,223,2,2,59090.87,38
689,223,157,5,3574.22,89
690,223,135,5,802.55,25
691,223,44,5,70908.36,96
692,223,161,2,3019.49,16
693,224,12,1,37578.36,11
694,224,157,3,3574.22,98
695,224,107,2,5474.76,44
696,225,155,4,896.22,21
697,225,144,4,382.9,0
698,225,198,2,2694.15,25
699,225,2,2,59090.87,38
700,226,8,1,4278.68,23
701,226,18,2,3084.08,26
702,226,197,4,964.09,11
703,227,129,2,4097.17,87
704,227,116,5,3192.27,99
705,228,13,1,1849.34,61
706,228,17,2,4055.38,44
707,228,154,1,1413.98,60
708,229,45,4,9220.4,89
709,229,80,2,274.27,60
710,229,98,4,1260.01,59
711,229,67,2,94052.48,97
712,229,154,1,1413.98,49
713,230,125,3,800.11,97
714,230,75,2,1758.88,51
715,231,35,3,3131.28,86
716,231,177,4,3546.32,76
717,231,29,4,4216.76,68
718,232,134,3,389.01,62
719,233,59,1,1243.65,28
720,233,180,5,308.9,22
721,233,140,2,3878.75,47
722,233,47,3,497.81,43
723,233,75,5,1758.88,0
724,234,143,5,7284.34,96
725,234,122,4,2349.23,9
726,234,189,2,2811.23,17
727,234,115,4,729.43,24
728,234,100,1,2050.98,27
729,235,153,4,98307.89,11
730,235,89,3,18350.3,49
731,235,59,2,1243.65,54
732,236,92,3,12217.22,39
733,236,82,4,2740.6,86
734,237,172,1,16100.85,33
735,237,197,4,964.09,22
736,237,173,2,14158.62,50
737,237,73,5,7599.51,13
738,238,167,1,693.18,44
739,238,159,1,314.46,83
740,238,27,4,3860.01,1
741,238,85,2,2290.94,40
742,239,113,5,3469.53,64
743,239,37,4,3250.66,87
744,240,131,1,14500.41,62
745,240,58,4,2469.9,54
746,240,121,-1,1118.51,38
747,240,175,4,1171.69,33
748,241,138,5,3632.53,57
749,242,163,3,33147.7,99
750,242,83,4,18455.42,91
751,242,187,-3,15169.68,68
752,242,49,3,2142.2,14
753,242,92,2,12217.22,54
754,243,192,4,7461.34,86
755,243,86,1,29410.8,19
756,243,190,1,1227.09,43
757,243,20,5,1317.81,33
758,243,2,2,59090.87,65
759,244,26,4,22441.58,55
760,244,163,1,33147.7,59
761,244,62,3,4101.85,5
762,244,60,1,1918.94,62
763,244,83,4,18455.42,46
764,245,6,5,63491.13,87
765,246,28,3,702.92,54
766,246,51,3,3521.45,86
767,246,129,-3,4097.17,98
768,247,105,5,2738.82,34
769,248,74,3,245.13,45
770,248,125,4,800.11,2
771,249,75,3,1758.88,38
772,249,2,1,59090.87,76
773,249,24,1,2479.74,45
774,249,103,1,1452.77,68
775,250,139,-2,7772.31,22
776,250,119,1,35613.06,68
777,250,28,1,702.92,16
778,250,42,2,15510.68,81
779,251,97,4,4030.37,35
780,251,150,-3,22291.25,58
781,251,84,5,529.09,31
782,251,192,5,7461.34,72
783,252,160,1,14389.43,9
784,252,19,3,8561.48,47
785,252,43,1,98247.37,18
786,252,110,5,797.25,92
787,253,65,4,8962.94,65
788,254,56,3,23622.11,81
789,255,68,4,1575.64,51
790,255,128,1,5319.49,23
791,255,16,3,1945.54,92
792,256,124,4,2030.13,14
793,257,85,5,2290.94,33
794,257,1,3,253.9,78
795,258,1,5,253.9,31
796,258,29,1,4216.76,47
797,258,198,5,2694.15,60
798,258,141,2,10789.69,97
799,258,101,4,24788.51,35
800,259,78,3,40123.29,64
801,259,23,1,317.81,77
802,260,198,2,2694.15,86
803,260,184,3,19452.92,34
804,260,2,1,59090.87,52
805,260,110,2,797.25,2
806,261,39,2,534.57,35
807,261,162,3,91765.85,59
808,261,91,5,4806.55,81
809,261,122,3,2349.23,12
810,262,46,2,6493.42,2
811,262,48,3,17690.82,28
812,263,146,5,1205.79,36
813,264,64,4,93117.18,75
814,264,45,4,9220.4,81
815,264,171,5,5623.35,42
816,264,153,5,98307.89,49
817,264,11,4,763.98,71
818,265,125,3,800.11,43
819,266,129,3,4097.17,56
820,266,132,2,14673.24,59
821,266,84,4,529.09,26
822,267,82,2,2740.6,86
823,267,92,4,12217.22,32
824,267,173,4,14158.62,4
825,267,166,5,2666.16,10
826,267,177,4,3546.32,71
827,268,46,1,6493.42,26
828,268,92,5,12217.22,47
829,268,72,3,199.64,37
830,269,137,4,14060.07,86
831,269,143,4,7284.34,3
832,269,22,2,16162.22,79
833,270,51,2,3521.45,79
834,270,75,3,1758.88,72
835,270,44,4,70908.36,53
836,270,115,1,729.43,96
837,270,59,3,1243.65,71
838,271,36,2,14186.62,48
839,271,61,5,27642.73,16
840,271,108,4,3065.18,77
841,271,38,-1,2266.82,12
842,272,58,2,2469.9,27
843,272,171,1,5623.35,73
844,272,103,3,1452.77,22
845,272,49,2,2142.2,98
846,273,138,5,3632.53,52
847,273,98,3,1260.01,96
848,273,9,2,26698.69,53
849,273,108,5,3065.18,35
850,274,174,3,7801.61,80
851,274,177,1,3546.32,85
852,274,137,-3,14060.07,64
853,275,76,5,19136.21,50
854,275,149,2,3551.09,51
855,275,6,4,63491.13,96
856,275,65,4,8962.94,36
857,275,67,4,94052.48,20
858,276,140,4,3878.75,36
859,276,79,1,3269.81,68
860,277,74,4,245.13,83
861,277,76,2,19136.21,87
862,277,184,1,19452.92,49
863,278,43,4,98247.37,53
864,278,39,4,534.57,24
865,278,200,1,3212.97,79
866,278,122,2,2349.23,17
867,278,177,5,3546.32,79
868,279,151,1,92003.66,76
869,279,50,5,3979.14,93
870,279,58,4,2469.9,2
871,279,125,3,800.11,78
872,279,87,2,68101.36,21
873,280,12,4,37578.36,87
874,280,160,1,14389.43,47
875,280,131,1,14500.41,95
876,280,117,5,1769.76,83
877,280,46,4,6493.42,70
878,281,118,2,2637.64,20
879,281,190,4,1227.09,47
880,281,101,2,24788.51,22
881,281,24,4,2479.74,91
882,281,65,2,8962.94,41
883,282,141,3,10789.69,8
884,282,56,1,23622.11,26
885,283,33,4,835.93,58
886,283,137,2,14060.07,87
887,283,67,5,94052.48,56
888,283,141,-2,10789.69,22
889,283,88,4,7189.72,64
890,284,186,5,4929.38,42
891,285,23,2,317.81,59
892,285,137,1,14060.07,0
893,286,126,4,52173.6,66
894,287,102,4,68170.84,9
895,287,61,4,27642.73,33
896,287,5,5,1198.16,15
897,287,126,5,52173.6,82
898,288,185,1,1085.28,56
899,288,1,4,253.9,92
900,288,112,1,5163.37,37
901,288,53,4,1750.15,92
902,288,60,1,1918.94,46
903,289,48,5,17690.82,80
904,289,198,4,2694.15,54
905,289,81,1,641.3,13
906,289,35,2,3131.28,33
907,290,161,1,3019.49,92
908,290,94,2,2140.24,46
909,290,58,4,2469.9,84
910,290,50,3,3979.14,18
911,290,128,2,5319.49,61
912,291,68,3,1575.64,12
913,291,178,3,485.22,82
914,292,50,4,3979.14,90
915,293,58,2,2469.9,96
916,293,20,3,1317.81,43
917,293,8,3,4278.68,88
918,293,42,4,15510.68,42
919,294,29,3,4216.76,72
920,294,117,3,1769.76,76
921,294,8,1,4278.68,97
922,294,95,2,29603.95,18
923,295,64,3,93117.18,3
924,295,179,2,2528.54,47
925,295,109,5,3878.01,46
926,295,16,3,1945.54,39
927,295,55,2,1885.07,72
928,296,142,4,11700.98,91
929,296,86,4,29410.8,86
930,296,51,3,3521.45,19
931,297,150,2,22291.25,77
932,297,93,3,1383.07,49
933,298,17,2,4055.38,3
934,298,58,2,2469.9,74
935,298,38,-3,2266.82,18
936,299,146,1,1205.79,33
937,299,93,3,1383.07,92
