order_id,customer_id,order_date,status,region_code
205,392.0,2025-05-21 17:02:02,CANCELLED,186702
206,256.0,2024-10-04 21:02:10,RETURNED,491172
207,61.0,2026-02-17 23:43:28,RETURNED,491172
208,683.0,2025-12-17 00:24:14,DELIVERED,825916
209,777.0,2024-11-29 07:52:28,RETURNED,133223
210,511.0,2025-04-27 18:39:26,RETURNED,321686
211,171.0,2025-01-14 11:26:42,PLACED,321686
212,301.0,2024-09-03 08:43:06,CANCELLED,279708
213,12.0,2025-12-15 07:23:51,SHIPPED,495490
214,539.0,2025-01-14 02:34:31,PLACED,340927
215,510.0,2025-12-31 03:48:02,SHIPPED,785491
216,795.0,2026-04-12 05:59:04,PLACED,679549
217,713.0,2026-03-24 23:53:01,DELIVERED,896483
218,497.0,2025-11-20 10:45:57,PLACED,679549
219,622.0,2026-01-14 12:36:42,PLACED,825916
220,425.0,2026-05-26 10:47:40,SHIPPED,336828
221,20.0,2025-05-21 12:58:55,RETURNED,199994
222,276.0,2025-03-22 10:14:26,DELIVERED,653815
223,874.0,2024-09-16 11:46:01,RETURNED,922478
224,957.0,2024-08-12 14:38:43,CANCELLED,692447
225,346.0,2026-02-24 10:21:50,RETURNED,525750
226,27.0,2026-02-20 13:31:36,SHIPPED,336828
227,819.0,18-06-2026 16:29:02,PLACED,624139
228,54.0,2025-05-09 20:56:21,DELIVERED,279708
229,59.0,2025-01-30 10:49:21,DELIVERED,554987
230,910.0,2024-10-14 22:59:27,RETURNED,692447
231,956.0,2025-06-13 05:35:14,DELIVERED,653815
232,980.0,2026-08-01 20:36:59,DELIVERED,184532
233,908.0,2025-04-12 11:00:54,RETURNED,989053
234,7.0,2024-12-27 13:33:41,RETURNED,999636
235,,2025-12-10 20:32:55,PLACED,525750
236,271.0,2025-01-17 07:44:15,CANCELLED,380310
237,580.0,2026-05-15 16:39:49,DELIVERED,447362
238,937.0,14-03-2026 08:08:23,SHIPPED,199994
239,424.0,2026-04-07 19:54:37,SHIPPED,817269
240,,2024-12-09 20:05:24,SHIPPED,653815
241,853.0,2024-12-09 05:26:25,DELIVERED,817269
242,613.0,2025-06-08 20:21:01,CANCELLED,767678
243,630.0,2024-10-26 20:42:33,SHIPPED,624139
244,435.0,2025-04-05 04:08:06,DELIVERED,922478
245,919.0,2025-09-23 18:30:39,CANCELLED,198042
246,,2024-12-25 15:54:16,CANCELLED,933551
247,185.0,2025-01-07 11:57:52,PLACED,524965
248,254.0,2025-09-08 21:43:08,RETURNED,340927
249,68.0,2026-06-26 01:35:57,DELIVERED,199994
250,232.0,2024-11-05 10:43:30,DELIVERED,599127
251,678.0,2025-01-12 08:44:10,CANCELLED,999908
252,326.0,2025-04-26 16:10:22,RETURNED,364679
253,121.0,2024-12-14 00:41:52,PLACED,144618
254,29.0,2025-05-29 22:57:52,CANCELLED,922478
255,848.0,2025-03-28 05:01:11,DELIVERED,933551
256,385.0,2025-05-20 11:52:54,RETURNED,524965
257,208.0,2025-07-10 07:53:14,SHIPPED,495490
258,224.0,2024-09-26 10:12:49,SHIPPED,767678
259,418.0,2026-03-27 14:31:30,DELIVERED,999908
260,242.0,2025-11-26 23:22:18,DELIVERED,781463
261,798.0,2025-05-05 17:37:39,RETURNED,624139
262,104.0,2024-09-27 09:16:03,SHIPPED,624139
263,206.0,2025-01-15 20:33:07,CANCELLED,781463
264,135.0,2025-03-17 11:12:06,PLACED,471658
265,765.0,2025-10-20 15:56:00,PLACED,922478
266,331.0,2026-07-28 08:07:44,CANCELLED,954814
267,495.0,22-10-2024 13:47:42,PLACED,692447
268,978.0,2025-09-04 20:55:30,CANCELLED,599127
269,850.0,2026-08-02 18:22:01,PLACED,495490
270,170.0,2026-04-22 10:47:34,SHIPPED,199994
271,908.0,2024-12-12 10:47:12,SHIPPED,447362
272,367.0,2026-07-10 18:11:02,DELIVERED,692447
273,839.0,2025-10-21 09:25:51,DELIVERED,516176
274,536.0,2026-07-27 02:33:37,DELIVERED,968286
275,545.0,2025-12-30 20:18:53,PLACED,133223
276,231.0,2025-12-17 09:28:28,SHIPPED,380310
277,,2026-07-20 11:55:01,CANCELLED,922478
278,561.0,28-12-2025 22:49:37,DELIVERED,144618
279,367.0,2025-04-08 18:07:43,SHIPPED,495490
280,541.0,2025-11-16 07:33:35,PLACED,653815
281,941.0,2026-05-16 22:08:01,PLACED,364679
282,244.0,2025-03-29 11:17:32,SHIPPED,158840
283,405.0,2026-04-23 05:53:15,PLACED,525750
284,491.0,2025-07-27 09:19:35,RETURNED,414546
285,768.0,2025-04-10 23:45:06,RETURNED,999636
286,241.0,2025-10-27 17:21:43,CANCELLED,364679
287,448.0,2025-10-10 13:26:03,PLACED,199994
288,78.0,2025-05-15 12:23:59,DELIVERED,491172
289,210.0,2025-11-20 03:23:55,CANCELLED,199994
290,16.0,2025-01-25 23:37:11,SHIPPED,158840
291,762.0,2025-10-12 08:03:52,PLACED,414546
292,389.0,2026-08-01 04:40:01,CANCELLED,516176
293,987.0,2025-01-26 02:46:59,PLACED,182857
294,917.0,2025-11-02 10:22:37,DELIVERED,133223
295,655.0,2026-05-26 06:45:16,DELIVERED,525750
296,372.0,2025-03-22 19:26:02,CANCELLED,825916
297,326.0,2026-01-30 05:35:22,SHIPPED,447362
298,584.0,2026-02-13 08:31:01,SHIPPED,933551
299,928.0,2025-11-04 22:17:31,RETURNED,624139
300,720.0,2024-09-21 23:23:22,PLACED,776234
301,133.0,2025-05-09 18:48:59,SHIPPED,679549
302,782.0,2025-03-13 20:57:18,DELIVERED,144618
303,114.0,2024-11-27 23:51:50,SHIPPED,922478
304,,2025-01-05 12:02:00,SHIPPED,497687
305,500.0,2024-09-05 21:24:37,RETURNED,999636
306,407.0,2026-06-14 17:36:49,CANCELLED,336828
307,355.0,2025-10-20 02:00:54,PLACED,182857
308,27.0,01-07-2026 03:30:02,SHIPPED,321686
309,446.0,2026-01-31 05:07:22,PLACED,986392
310,294.0,2025-04-06 07:16:50,CANCELLED,896483
311,43.0,2025-02-28 08:49:38,CANCELLED,999908
312,501.0,2025-11-22 08:10:14,SHIPPED,817269
313,89.0,2026-02-15 17:27:42,DELIVERED,447362
314,664.0,2025-08-24 16:32:27,PLACED,817269
315,541.0,2026-07-24 07:05:32,RETURNED,554987
316,930.0,2025-11-25 14:05:12,RETURNED,144618
317,202.0,2025-03-07 21:54:16,RETURNED,184532
318,226.0,2024-08-26 12:13:41,PLACED,693343
319,581.0,2026-04-19 20:54:11,DELIVERED,336828
320,28.0,2025-04-08 04:31:10,RETURNED,554987
321,,2025-02-02 03:50:27,RETURNED,831105
322,258.0,2025-09-07 03:48:10,CANCELLED,184532
323,210.0,2026-06-02 11:29:09,PLACED,817269
324,320.0,2025-12-07 23:24:51,CANCELLED,198042
325,937.0,2025-02-06 14:35:29,PLACED,817269
326,171.0,2025-12-24 07:08:07,CANCELLED,922478
327,135.0,2026-01-16 18:48:56,RETURNED,933551
328,534.0,2025-10-27 09:07:12,RETURNED,364679
329,469.0,2025-05-14 20:52:33,DELIVERED,999908
330,958.0,2025-04-01 03:38:00,SHIPPED,198042
331,710.0,2025-06-28 08:06:24,RETURNED,497687
332,135.0,2024-08-13 14:47:06,DELIVERED,279708
333,153.0,2026-05-06 14:56:03,SHIPPED,321686
334,247.0,2024-09-29 07:47:24,CANCELLED,825916
335,52.0,2024-12-27 19:03:35,PLACED,954814
336,248.0,2025-11-15 14:15:54,RETURNED,933551
337,131.0,2024-11-20 14:07:09,PLACED,968286
338,163.0,2025-01-05 09:08:07,SHIPPED,471658
339,168.0,2024-10-15 05:31:46,PLACED,524965
340,338.0,2025-10-16 02:33:51,RETURNED,184532
341,592.0,2026-04-08 09:24:48,RETURNED,825916
342,95.0,2026-06-20 20:56:27,CANCELLED,495490
343,882.0,2025-01-28 19:43:25,CANCELLED,516176
344,951.0,2024-10-05 07:11:26,RETURNED,279708
345,5.0,2026-01-20 19:00:32,RETURNED,581294
346,695.0,2025-03-24 17:16:02,DELIVERED,516176
347,945.0,2026-01-18 08:53:10,DELIVERED,516176
348,45.0,2025-02-04 02:45:17,RETURNED,336828
349,791.0,2024-12-16 02:01:50,SHIPPED,279708
350,349.0,2025-02-07 01:39:38,DELIVERED,524965
351,806.0,2025-03-05 15:31:04,RETURNED,922478
352,8.0,02-07-2025 15:43:24,PLACED,785491
353,,2025-11-16 11:56:53,CANCELLED,144618
354,525.0,23-02-2025 18:58:51,SHIPPED,380310
355,367.0,2026-03-02 22:01:49,SHIPPED,516176
356,852.0,2024-10-06 15:38:58,CANCELLED,491172
357,728.0,2026-07-20 15:13:08,CANCELLED,776234
358,354.0,2025-05-27 02:40:44,RETURNED,380310
359,700.0,2024-12-09 18:02:30,DELIVERED,693343
360,863.0,2025-06-27 14:50:29,SHIPPED,491172
361,753.0,2025-08-13 07:23:40,PLACED,653815
362,78.0,2026-01-28 01:15:17,SHIPPED,199994
363,691.0,2026-02-15 14:29:29,PLACED,692447
364,378.0,2026-03-30 21:44:54,CANCELLED,896483
365,298.0,2026-03-11 21:08:11,RETURNED,836986
366,623.0,2024-08-23 16:09:58,DELIVERED,692447
367,529.0,2025-05-14 19:42:30,DELIVERED,525750
368,226.0,2026-04-25 01:30:22,DELIVERED,144618
369,78.0,2026-02-14 12:47:16,PLACED,825916
370,422.0,2026-06-13 08:42:48,PLACED,781463
371,119.0,2025-10-17 23:19:01,CANCELLED,989053
372,428.0,2024-11-28 19:38:30,RETURNED,933551
373,414.0,2026-01-22 00:05:46,DELIVERED,653815
374,151.0,2025-02-13 03:33:46,RETURNED,922478
375,937.0,2025-07-13 21:21:32,PLACED,767678
376,867.0,2025-07-06 13:11:59,CANCELLED,109909
377,551.0,2025-05-10 05:44:35,DELIVERED,380310
378,907.0,2025-10-25 21:23:37,CANCELLED,624139
379,451.0,2024-09-30 18:03:34,SHIPPED,133223
380,287.0,2024-11-17 00:38:29,SHIPPED,968286
381,482.0,2025-07-17 23:39:45,PLACED,624139
382,25.0,2024-11-30 05:24:10,PLACED,414546
383,930.0,2024-12-25 17:16:36,RETURNED,364679
384,,2024-08-18 13:51:08,PLACED,364679
385,911.0,2025-08-09 22:52:36,SHIPPED,471658
386,,2026-01-21 01:15:18,CANCELLED,133223
387,81.0,2025-08-03 04:46:43,CANCELLED,581294
388,119.0,2026-06-16 09:37:10,SHIPPED,471658
389,243.0,2026-06-27 01:28:23,RETURNED,653815
390,214.0,19-07-2026 03:03:32,CANCELLED,414546
391,129.0,2025-05-08 18:38:43,DELIVERED,817269
392,,2025-08-01 19:25:23,CANCELLED,144618
393,962.0,2025-11-20 11:24:23,DELIVERED,989053
394,,2025-10-12 22:47:56,PLACED,624139
395,811.0,2025-06-03 19:30:56,DELIVERED,491172
396,79.0,2024-09-06 13:32:33,RETURNED,999636
397,435.0,2026-06-13 09:57:13,PLACED,355021
398,903.0,2025-05-17 07:25:58,SHIPPED,836986
399,220.0,2025-09-26 08:49:35,PLACED,524965
400,464.0,2024-12-29 01:57:49,PLACED,599127
401,182.0,2025-06-23 21:48:51,DELIVERED,825916
402,649.0,2025-02-11 15:54:57,DELIVERED,999908
403,,2026-06-07 04:38:00,PLACED,186702
404,125.0,2026-01-18 18:54:21,CANCELLED,364679
405,137.0,2025-08-16 11:03:26,DELIVERED,831105
406,1.0,2025-08-01 03:07:54,DELIVERED,624139
407,,2025-12-25 03:06:49,DELIVERED,340927
408,497.0,2025-12-30 22:46:12,RETURNED,817269
409,525.0,2025-11-27 16:13:31,CANCELLED,133223
410,503.0,2026-06-17 00:07:48,RETURNED,767678
411,898.0,2026-01-28 14:09:35,SHIPPED,144618
412,586.0,2025-02-02 05:39:44,RETURNED,321686
413,540.0,2024-09-03 09:49:05,SHIPPED,581294
414,171.0,2026-03-26 04:11:23,PLACED,497687
415,293.0,2025-11-13 02:24:29,PLACED,414546
416,771.0,2025-12-16 07:37:01,RETURNED,896483
417,4.0,2025-12-31 16:34:56,PLACED,781463
418,936.0,2025-11-23 14:31:33,PLACED,321686
419,473.0,2025-02-16 02:22:20,CANCELLED,340927
420,804.0,2025-07-07 21:56:34,DELIVERED,182857
421,325.0,2025-12-19 16:58:43,SHIPPED,836986
422,217.0,2025-02-10 22:54:13,SHIPPED,497687
423,544.0,2025-10-23 01:26:27,CANCELLED,380310
424,822.0,2026-07-05 10:58:02,SHIPPED,653815
425,725.0,2026-04-15 21:54:03,DELIVERED,516176
426,389.0,2024-08-18 05:08:28,PLACED,414546
427,961.0,2026-02-23 09:09:44,RETURNED,497687
428,768.0,2025-11-22 22:06:49,DELIVERED,599127
429,552.0,2026-06-09 23:11:53,PLACED,986392
430,38.0,2025-05-26 16:33:13,PLACED,109909
431,,2025-10-11 09:07:52,SHIPPED,922478
432,914.0,2026-05-29 08:40:16,CANCELLED,933551
433,365.0,22-08-2025 23:35:26,RETURNED,624139
434,269.0,2024-12-25 03:12:24,PLACED,495490
435,730.0,2025-06-14 03:42:51,SHIPPED,817269
436,,2026-04-07 07:37:08,DELIVERED,968286
437,243.0,2025-02-09 22:03:54,DELIVERED,524965
438,969.0,2025-03-17 23:12:59,DELIVERED,999908
439,429.0,2026-07-17 01:48:34,CANCELLED,989053
440,815.0,2025-12-03 05:06:34,SHIPPED,933551
441,320.0,2025-05-15 19:42:51,SHIPPED,525750
442,815.0,2025-03-22 04:11:08,RETURNED,182857
443,42.0,2025-06-05 20:58:45,SHIPPED,182857
444,737.0,2026-05-11 09:28:49,SHIPPED,679549
445,390.0,2026-01-22 17:41:42,CANCELLED,999908
446,413.0,2024-10-13 02:56:04,CANCELLED,491172
447,10.0,2025-11-16 22:03:17,RETURNED,896483
448,265.0,2026-02-27 13:25:25,SHIPPED,679549
449,387.0,2025-04-17 18:34:39,DELIVERED,599127
450,366.0,2024-11-21 10:49:56,DELIVERED,491172
451,937.0,2026-02-07 03:13:27,PLACED,692447
452,300.0,2026-06-19 13:27:26,DELIVERED,653815
453,736.0,2025-05-26 21:52:15,RETURNED,471658
454,753.0,2025-03-22 06:18:55,SHIPPED,999908
455,41.0,2026-07-31 04:54:18,SHIPPED,516176
456,815.0,2026-03-28 13:23:41,SHIPPED,896483
457,223.0,2024-08-10 08:31:22,CANCELLED,109909
458,248.0,2024-09-29 05:16:32,PLACED,999636
459,302.0,2025-12-30 20:20:18,DELIVERED,968286
460,14.0,2025-08-27 16:13:46,SHIPPED,954814
461,358.0,30-11-2025 07:35:57,CANCELLED,679549
462,32.0,2026-01-26 16:11:33,RETURNED,340927
463,123.0,2024-12-11 20:19:33,RETURNED,817269
464,81.0,09-05-2025 21:03:22,PLACED,599127
465,128.0,2026-01-05 11:51:56,PLACED,525750
466,472.0,2024-12-31 20:26:56,PLACED,364679
467,891.0,2024-12-20 03:18:36,PLACED,825916
468,942.0,2026-07-03 01:12:07,SHIPPED,525750
469,332.0,2025-07-04 09:36:59,SHIPPED,524965
470,395.0,2026-03-27 01:59:59,DELIVERED,999636
471,452.0,22-12-2024 19:21:54,PLACED,986392
472,760.0,2024-09-21 06:53:35,RETURNED,968286
473,146.0,2024-12-20 16:22:19,PLACED,954814
474,169.0,14-02-2026 18:09:32,PLACED,831105
475,912.0,2025-02-14 15:40:52,CANCELLED,525750
476,798.0,2026-05-30 07:04:12,PLACED,781463
477,233.0,2025-06-03 19:36:00,PLACED,471658
478,171.0,2025-11-10 02:15:36,CANCELLED,380310
479,625.0,2025-11-08 07:54:19,SHIPPED,624139
480,957.0,2026-05-05 12:33:13,CANCELLED,144618
481,295.0,2024-12-08 13:17:30,CANCELLED,767678
482,857.0,2025-03-11 07:47:06,PLACED,198042
483,960.0,2025-05-12 03:00:12,CANCELLED,355021
484,587.0,2025-02-27 08:54:36,DELIVERED,336828
485,102.0,2025-04-16 03:17:28,SHIPPED,989053
486,180.0,2025-10-11 00:07:10,DELIVERED,679549
487,721.0,2025-07-24 07:06:39,SHIPPED,471658
488,398.0,2025-12-13 16:08:06,RETURNED,776234
489,657.0,2024-10-21 20:11:07,RETURNED,817269
490,931.0,2024-09-22 19:15:38,DELIVERED,767678
491,414.0,2026-02-09 09:01:18,CANCELLED,186702
492,498.0,2024-08-14 11:32:32,CANCELLED,380310
493,837.0,2025-10-08 16:00:07,PLACED,989053
494,,2026-07-31 15:18:26,CANCELLED,525750
